SCHOOL_YEAR,CESA,COUNTY_CODE,COUNTY_NAME,ATHLETIC_CONFERENCE_CODE,ATHLETIC_CONFERENCE_NAME,WTCS_CODE,LOCALE_CODE,LOCALE_NAME,LATITUDE,LONGITUDE,FULL_NCES_CODE,DISTRICT_CODE,SCHOOL_CODE,DISTRICT_NAME,AGENCY_TYPE,SCHOOL_NAME,GRADE_GROUP,LOW_GRADE,HIGH_GRADE,SCHOOL_SIZE,CHARTER_IND,VIRTUAL_SCH_IND,TITLE_1A_PROGRAM_CODE,TITLE_1A_PROGRAM_NAME
2018-19,11,48,Polk,262,Lakeland - West,,43,Rural - remote,45.485721,-92.468383,5.50075E+11,238,120,Unity,Public school,Unity Middle,Middle School,5,8,Medium,No,No,SWP,School-wide Program
2018-19,7,36,Manitowoc,14,Eastern Wisconsin,,42,Rural - distant,44.068008,-87.888137,5.51521E+11,5866,40,Valders Area,Public school,Valders Elementary,Elementary School,K4,4,Medium,No,No,TAS,Targeted Assistance eligible and funded
2018-19,7,36,Manitowoc,14,Eastern Wisconsin,LS,42,Rural - distant,44.068611,-87.886299,5.51521E+11,5866,60,Valders Area,Public school,Valders High,High School,9,12,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,7,36,Manitowoc,14,Eastern Wisconsin,,42,Rural - distant,44.0671,-87.886108,5.51521E+11,5866,80,Valders Area,Public school,Valders Middle,Middle School,5,8,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,2,13,Dane,3,Big Eight,,21,Large suburb,42.99924,-89.536262,5.51533E+11,5901,120,Verona Area,Public school,Badger Ridge Middle,Middle School,6,8,Medium,No,No,SWP,School-wide Program
2018-19,2,13,Dane,3,Big Eight,,21,Large suburb,42.99924,-89.536262,5.51533E+11,5901,70,Verona Area,Public school,Core Knowledge Charter School,Elementary School,KG,8,Medium,Yes,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,13,Dane,3,Big Eight,,21,Large suburb,43.004871,-89.544013,5.51533E+11,5901,90,Verona Area,Public school,Country View Elementary,Elementary School,KG,5,Large,No,No,SWP,School-wide Program
2018-19,2,13,Dane,3,Big Eight,,21,Large suburb,43.00502,-89.449111,5.51533E+11,5901,110,Verona Area,Public school,Early Childhood,Elementary School,PK,PK,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,13,Dane,3,Big Eight,MA,21,Large suburb,42.997138,-89.536193,5.51533E+11,5901,410,Verona Area,Public school,Exploration Academy,High School,9,12,Small,Yes,No,TASNF,Targeted Assistance eligible but not funded
2018-19,2,13,Dane,3,Big Eight,,21,Large suburb,42.977077,-89.518722,5.51533E+11,5901,130,Verona Area,Public school,Glacier Edge Elementary,Elementary School,KG,5,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,13,Dane,3,Big Eight,,21,Large suburb,42.98962,-89.536788,5.51533E+11,5901,140,Verona Area,Public school,New Century School,Elementary School,KG,5,Small,Yes,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,13,Dane,3,Big Eight,,21,Large suburb,43.00251,-89.451904,5.51533E+11,5901,50,Verona Area,Public school,Savanna Oaks Middle,Middle School,6,8,Large,No,No,SWP,School-wide Program
2018-19,2,13,Dane,3,Big Eight,,21,Large suburb,43.00502,-89.449111,5.51533E+11,5901,60,Verona Area,Public school,Stoner Prairie Elementary,Elementary School,KG,5,Medium,No,No,SWP,School-wide Program
2018-19,2,13,Dane,3,Big Eight,,21,Large suburb,42.98962,-89.536788,5.51533E+11,5901,80,Verona Area,Public school,Sugar Creek Elementary,Elementary School,KG,5,Large,No,No,SWP,School-wide Program
2018-19,2,13,Dane,3,Big Eight,MA,21,Large suburb,42.994346,-89.5354,5.51533E+11,5901,100,Verona Area,Public school,Verona Area High,High School,9,12,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,13,Dane,3,Big Eight,,21,Large suburb,43.00502,-89.449111,5.51533E+11,5901,150,Verona Area,Public school,Verona Area International School,Elementary School,KG,5,Small,Yes,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,13,Dane,3,Big Eight,,21,Large suburb,43.004871,-89.544013,5.51533E+11,5901,160,Verona Area,Public school,Verona Area K4,Elementary School,K4,K4,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,4,62,Vernon,10,Coulee,WW,32,Distant town,43.558357,-90.898902,5.51536E+11,5985,410,Viroqua Area,Public school,Laurel High,High School,9,12,Small,Yes,No,TASNF,Targeted Assistance eligible but not funded
2018-19,4,62,Vernon,10,Coulee,WW,32,Distant town,43.558357,-90.898902,5.51536E+11,5985,9407,Viroqua Area,Public school,Vernon County Area Better Futures High,High School,10,12,Small,Yes,No,TASNF,Targeted Assistance eligible but not funded
2018-19,4,62,Vernon,10,Coulee,,32,Distant town,,,5.51536E+11,5985,140,Viroqua Area,Public school,Viroqua Area Montessori School,Combined Elementary/Secondary School,K4,6,Small,Yes,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,4,62,Vernon,10,Coulee,,32,Distant town,43.554664,-90.903572,5.51536E+11,5985,180,Viroqua Area,Public school,Viroqua Elementary,Elementary School,K4,4,Medium,No,No,SWP,School-wide Program
2018-19,4,62,Vernon,10,Coulee,WW,32,Distant town,43.558357,-90.898902,5.51536E+11,5985,220,Viroqua Area,Public school,Viroqua High,High School,9,12,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,4,62,Vernon,10,Coulee,,32,Distant town,43.558357,-90.898902,5.51536E+11,5985,230,Viroqua Area,Public school,Viroqua Middle,Middle School,5,8,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,8,21,Forest,31,Northern Lakes,,43,Rural - remote,45.44099,-88.649581,5.51539E+11,5992,60,Wabeno Area,Public school,Wabeno Elementary,Elementary School,K4,6,Medium,No,No,SWP,School-wide Program
2018-19,8,21,Forest,31,Northern Lakes,NI,43,Rural - remote,45.43951,-88.648071,5.51539E+11,5992,80,Wabeno Area,Public school,Wabeno High,High School,7,12,Small,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,2,64,Walworth,36,Rock Valley,,32,Distant town,42.5307,-88.600791,5.51545E+11,6022,20,Walworth J1,Public school,Walworth Elementary,Elementary School,K4,8,Medium,No,No,SWP,School-wide Program
2018-19,12,4,Bayfield,20,Indianhead,,42,Rural - distant,46.68114,-90.891677,5.51554E+11,6027,10,Washburn,Public school,Washburn Elementary,Elementary School,K4,6,Medium,No,No,SWP,School-wide Program
2018-19,12,4,Bayfield,20,Indianhead,IN,42,Rural - distant,46.673553,-90.897521,5.51554E+11,6027,40,Washburn,Public school,Washburn High,High School,9,12,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,12,4,Bayfield,20,Indianhead,,42,Rural - distant,46.68114,-90.891677,5.51554E+11,6027,20,Washburn,Public school,Washburn Middle,Middle School,7,8,Small,No,No,SWPNF,School-wide Program eligible but not funded
2018-19,7,15,Door,29,No WI Affiliation,,43,Rural - remote,45.361129,-86.93014,5.51557E+11,6069,20,Washington,Public school,Washington Island Elementary,Elementary School,K4,8,Small,No,No,TAS,Targeted Assistance eligible and funded
2018-19,7,15,Door,29,No WI Affiliation,NE,43,Rural - remote,45.361129,-86.93014,5.51557E+11,6069,40,Washington,Public school,Washington Island High,High School,9,12,Small,No,No,TAS,Targeted Assistance eligible and funded
2018-19,2,51,Racine,41,Southern Lakes,,21,Large suburb,42.842208,-88.19638,5.5157E+11,6104,20,Washington-Caldwell,Public school,Washington Elementary,Elementary School,K4,8,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,51,Racine,41,Southern Lakes,,41,Rural - fringe,42.770298,-88.228424,5.51566E+11,6113,15,Waterford Graded J1,Public school,Evergreen Elementary,Elementary School,K4,6,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,51,Racine,41,Southern Lakes,,41,Rural - fringe,42.770317,-88.228523,5.51566E+11,6113,10,Waterford Graded J1,Public school,Fox River Middle,Middle School,7,8,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,2,51,Racine,41,Southern Lakes,,31,Fringe town,42.769985,-88.204444,5.51566E+11,6113,100,Waterford Graded J1,Public school,Trailside Elementary,Elementary School,K4,6,Medium,No,No,SWP,School-wide Program
2018-19,2,51,Racine,41,Southern Lakes,,31,Fringe town,42.76329,-88.226531,5.51566E+11,6113,110,Waterford Graded J1,Public school,Woodfield Elementary,Elementary School,K4,6,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,51,Racine,41,Southern Lakes,GW,41,Rural - fringe,42.764709,-88.218971,5.5156E+11,6083,20,Waterford UHS,Public school,Waterford High,High School,9,12,Large,No,No,MISS,LEA receives Title I-A allocation has not completed application
2018-19,2,28,Jefferson,117,Capitol - South,MA,,Unknown,,,Unknown,6118,9803,Waterloo,Public Schools-Multidistrict Charters,JEDI Virtual K-12,Combined Elementary/Secondary School,K4,12,Tiny,Yes,Yes,,Not Title I
2018-19,2,28,Jefferson,117,Capitol - South,,41,Rural - fringe,43.192058,-88.993034,5.51572E+11,6118,20,Waterloo,Public school,Waterloo Elementary,Elementary School,K4,4,Medium,No,No,TAS,Targeted Assistance eligible and funded
2018-19,2,28,Jefferson,117,Capitol - South,MA,41,Rural - fringe,43.193851,-88.990394,5.51572E+11,6118,40,Waterloo,Public school,Waterloo High,High School,9,12,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,28,Jefferson,117,Capitol - South,,41,Rural - fringe,43.193851,-88.990394,5.51572E+11,6118,100,Waterloo,Public school,Waterloo Intermediate,Elementary School,5,6,Small,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,2,28,Jefferson,117,Capitol - South,,41,Rural - fringe,43.193851,-88.990394,5.51572E+11,6118,300,Waterloo,Public school,Waterloo Middle,Middle School,7,8,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,28,Jefferson,45,Wisconsin Little Ten,,31,Fringe town,43.205139,-88.715934,5.51575E+11,6125,40,Watertown Unified,Public school,Douglas Elementary,Elementary School,KG,5,Medium,No,No,MISS,LEA receives Title I-A allocation has not completed application
2018-19,2,28,Jefferson,45,Wisconsin Little Ten,MA,31,Fringe town,,,5.51575E+11,6125,430,Watertown Unified,Public school,Endeavor Charter School,High School,9,12,Small,Yes,No,MISS,LEA receives Title I-A allocation has not completed application
2018-19,2,28,Jefferson,45,Wisconsin Little Ten,,42,Rural - distant,43.226711,-88.627731,5.51575E+11,6125,60,Watertown Unified,Public school,Lebanon Elementary,Elementary School,KG,5,Small,No,No,MISS,LEA receives Title I-A allocation has not completed application
2018-19,2,28,Jefferson,45,Wisconsin Little Ten,,31,Fringe town,43.196498,-88.730003,5.51575E+11,6125,80,Watertown Unified,Public school,Lincoln Elementary,Elementary School,KG,4,Small,No,No,MISS,LEA receives Title I-A allocation has not completed application
2018-19,2,28,Jefferson,45,Wisconsin Little Ten,,31,Fringe town,43.19419,-88.704421,5.51575E+11,6125,90,Watertown Unified,Public school,Riverside Middle,Middle School,6,8,Large,No,No,MISS,LEA receives Title I-A allocation has not completed application
2018-19,2,28,Jefferson,45,Wisconsin Little Ten,,31,Fringe town,43.17715,-88.727653,5.51575E+11,6125,100,Watertown Unified,Public school,Schurz Elementary,Elementary School,KG,5,Medium,No,No,MISS,LEA receives Title I-A allocation has not completed application
2018-19,2,28,Jefferson,45,Wisconsin Little Ten,,31,Fringe town,43.191638,-88.724197,5.51575E+11,6125,110,Watertown Unified,Public school,Watertown 4 Kids,Elementary School,K4,K4,Small,No,No,MISS,LEA receives Title I-A allocation has not completed application
2018-19,2,28,Jefferson,45,Wisconsin Little Ten,MA,31,Fringe town,43.204288,-88.73983,5.51575E+11,6125,140,Watertown Unified,Public school,Watertown High,High School,9,12,Large,No,No,MISS,LEA receives Title I-A allocation has not completed application
2018-19,2,28,Jefferson,45,Wisconsin Little Ten,,31,Fringe town,43.184551,-88.714454,5.51575E+11,6125,160,Watertown Unified,Public school,Webster Elementary,Elementary School,PK,5,Medium,No,No,MISS,LEA receives Title I-A allocation has not completed application
2018-19,1,67,Waukesha,8,Classic Eight,,13,Small city,43.029048,-88.206108,5.51578E+11,6174,20,Waukesha,Public school,Banting Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,1,67,Waukesha,8,Classic Eight,,13,Small city,43.004451,-88.277267,5.51578E+11,6174,60,Waukesha,Public school,Bethesda Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,1,67,Waukesha,8,Classic Eight,,13,Small city,43.015838,-88.240409,5.51578E+11,6174,80,Waukesha,Public school,Blair Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,1,67,Waukesha,8,Classic Eight,,13,Small city,43.015979,-88.248443,5.51578E+11,6174,100,Waukesha,Public school,Butler Middle,Middle School,6,8,Large,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,1,67,Waukesha,8,Classic Eight,WA,13,Small city,43.004878,-88.235137,5.51578E+11,6174,470,Waukesha,Public school,eAchieve Academy - Wisconsin,High School,6,12,Large,Yes,Yes,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,67,Waukesha,8,Classic Eight,,13,Small city,,,5.51578E+11,6174,150,Waukesha,Public school,eAchieve Elementary,Elementary School,KG,5,Small,Yes,Yes,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,67,Waukesha,8,Classic Eight,,13,Small city,43.009319,-88.217552,5.51578E+11,6174,160,Waukesha,Public school,Hadfield Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,1,67,Waukesha,8,Classic Eight,,13,Small city,43.02568,-88.247611,5.51578E+11,6174,180,Waukesha,Public school,Hawthorne Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,1,67,Waukesha,8,Classic Eight,,13,Small city,42.989978,-88.211021,5.51578E+11,6174,190,Waukesha,Public school,Heyer Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,1,67,Waukesha,8,Classic Eight,,13,Small city,43.025768,-88.185104,5.51578E+11,6174,200,Waukesha,Public school,Hillcrest Elementary,Elementary School,K4,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,67,Waukesha,8,Classic Eight,,13,Small city,43.030422,-88.203506,5.51578E+11,6174,210,Waukesha,Public school,Horning Middle,Middle School,6,8,Large,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,1,67,Waukesha,8,Classic Eight,,13,Small city,43.007129,-88.232872,5.51578E+11,6174,120,Waukesha,Public school,Les Paul Middle,Middle School,6,8,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,67,Waukesha,8,Classic Eight,,13,Small city,43.015029,-88.259201,5.51578E+11,6174,260,Waukesha,Public school,Lowell Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,1,67,Waukesha,8,Classic Eight,,13,Small city,43.045539,-88.284339,5.51578E+11,6174,280,Waukesha,Public school,Meadowbrook Elementary,Elementary School,K4,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,67,Waukesha,8,Classic Eight,WA,13,Small city,43.018901,-88.264251,5.51578E+11,6174,290,Waukesha,Public school,North High,High School,9,12,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,67,Waukesha,8,Classic Eight,,13,Small city,42.981948,-88.246467,5.51578E+11,6174,360,Waukesha,Public school,Prairie Elementary,Elementary School,K4,5,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,1,67,Waukesha,8,Classic Eight,WA,,Unknown,,,5.51578E+11,6174,800,Waukesha,Public school,Riverview School,Combined Elementary/Secondary School,6,12,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,67,Waukesha,8,Classic Eight,,21,Large suburb,42.975433,-88.292633,5.51578E+11,6174,410,Waukesha,Public school,Rose Glen Elementary,Elementary School,K4,5,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,67,Waukesha,8,Classic Eight,WA,13,Small city,42.991981,-88.22406,5.51578E+11,6174,460,Waukesha,Public school,South High,High School,9,12,Large,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,1,67,Waukesha,8,Classic Eight,,13,Small city,43.021865,-88.260826,5.51578E+11,6174,480,Waukesha,Public school,Summit View Elementary,Elementary School,K4,5,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,67,Waukesha,8,Classic Eight,WA,13,Small city,42.991981,-88.22406,5.51578E+11,6174,450,Waukesha,Public school,Waukesha Academy of Health Professions,High School,9,12,Small,Yes,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,67,Waukesha,8,Classic Eight,WA,13,Small city,43.016899,-88.223403,5.51578E+11,6174,490,Waukesha,Public school,Waukesha East Alternative School,High School,9,12,Small,Yes,No,TASNF,Targeted Assistance eligible but not funded
2018-19,1,67,Waukesha,8,Classic Eight,WA,13,Small city,42.991981,-88.22406,5.51578E+11,6174,430,Waukesha,Public school,Waukesha Engineering Preparatory Academy,High School,9,12,Small,Yes,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,67,Waukesha,8,Classic Eight,,13,Small city,43.00225,-88.225074,5.51578E+11,6174,400,Waukesha,Public school,Waukesha STEM Academy,Elementary School,K4,8,Large,Yes,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,67,Waukesha,8,Classic Eight,WA,13,Small city,43.016899,-88.223403,5.51578E+11,6174,415,Waukesha,Public school,Waukesha Transition Academy,High School,12,12,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,67,Waukesha,8,Classic Eight,WA,13,Small city,42.969799,-88.281127,5.51578E+11,6174,560,Waukesha,Public school,West High,High School,9,12,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,67,Waukesha,8,Classic Eight,,13,Small city,43.016899,-88.223403,5.51578E+11,6174,110,Waukesha,Public school,White Rock Campus,Elementary School,K4,3,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,67,Waukesha,8,Classic Eight,,13,Small city,42.992244,-88.22705,5.51578E+11,6174,540,Waukesha,Public school,Whittier Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,2,13,Dane,114,Badger - North,,21,Large suburb,43.177276,-89.423202,5.51581E+11,6181,110,Waunakee Community,Public school,Arboretum Elementary,Elementary School,PK,4,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,13,Dane,114,Badger - North,,21,Large suburb,43.180858,-89.436958,5.51581E+11,6181,150,Waunakee Community,Public school,Waunakee Community 4K School,Elementary School,K4,K4,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,13,Dane,114,Badger - North,,21,Large suburb,43.18745,-89.45156,5.51581E+11,6181,80,Waunakee Community,Public school,Waunakee Heritage Elementary,Elementary School,PK,4,Medium,No,No,TAS,Targeted Assistance eligible and funded
2018-19,2,13,Dane,114,Badger - North,MA,21,Large suburb,43.182479,-89.457588,5.51581E+11,6181,40,Waunakee Community,Public school,Waunakee High,High School,9,12,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,13,Dane,114,Badger - North,,21,Large suburb,43.18885,-89.454544,5.51581E+11,6181,20,Waunakee Community,Public school,Waunakee Intermediate,Elementary School,5,6,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,13,Dane,114,Badger - North,,21,Large suburb,43.181568,-89.455589,5.51581E+11,6181,60,Waunakee Community,Public school,Waunakee Middle,Middle School,7,8,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,2,13,Dane,114,Badger - North,,21,Large suburb,43.200191,-89.453361,5.51581E+11,6181,100,Waunakee Community,Public school,Waunakee Prairie Elementary,Elementary School,PK,4,Large,No,No,TAS,Targeted Assistance eligible and funded
2018-19,5,68,Waupaca,301,North Eastern,,,Unknown,,,5.51584E+11,6195,180,Waupaca,Public school,Chain Exploration Center,Elementary School,KG,8,Small,Yes,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,5,68,Waupaca,301,North Eastern,,41,Rural - fringe,44.354099,-89.168617,5.51584E+11,6195,60,Waupaca,Public school,Chain O Lakes Elementary,Elementary School,K4,2,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,5,68,Waupaca,301,North Eastern,,32,Distant town,,,5.51584E+11,6195,170,Waupaca,Public school,Waupaca Community 4-Year Old Kindergarten,Elementary School,K4,K4,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,5,68,Waupaca,301,North Eastern,FV,41,Rural - fringe,44.337451,-89.140838,5.51584E+11,6195,140,Waupaca,Public school,Waupaca High,High School,9,12,Large,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,5,68,Waupaca,301,North Eastern,,32,Distant town,44.346099,-89.064437,5.51584E+11,6195,70,Waupaca,Public school,Waupaca Learning Center Elementary,Elementary School,K4,4,Large,No,No,TAS,Targeted Assistance eligible and funded
2018-19,5,68,Waupaca,301,North Eastern,,32,Distant town,44.34695,-89.06948,5.51584E+11,6195,150,Waupaca,Public school,Waupaca Middle,Middle School,5,8,Large,No,No,TAS,Targeted Assistance eligible and funded
2018-19,6,20,Fond du Lac,52,East Central,,32,Distant town,43.627651,-88.746177,5.51587E+11,6216,160,Waupun,Public school,Meadow View Primary,Elementary School,K4,1,Medium,No,No,SWP,School-wide Program
2018-19,6,20,Fond du Lac,52,East Central,,32,Distant town,43.640319,-88.727394,5.51587E+11,6216,110,Waupun,Public school,Rock River Intermediate,Elementary School,2,6,Large,No,No,SWP,School-wide Program
2018-19,6,20,Fond du Lac,52,East Central,MP,42,Rural - distant,43.564918,-88.904708,5.51587E+11,6216,150,Waupun,Public school,School for Agricultural and Environmental Studies,Elementary School,K4,6,Small,Yes,No,SWP,School-wide Program
2018-19,6,20,Fond du Lac,52,East Central,,32,Distant town,43.626518,-88.72097,5.51587E+11,6216,300,Waupun,Public school,Waupun Area Junior High,Junior High School,7,8,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,6,20,Fond du Lac,52,East Central,MP,32,Distant town,43.626518,-88.72097,5.51587E+11,6216,200,Waupun,Public school,Waupun Area Senior High,High School,9,12,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,9,37,Marathon,46,Wisconsin Valley,NC,41,Rural - fringe,44.981639,-89.598228,5.5159E+11,6223,360,Wausau,Public school,East High,High School,9,12,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,9,37,Marathon,46,Wisconsin Valley,NC,41,Rural - fringe,44.981639,-89.598228,5.5159E+11,6223,400,Wausau,Public school,Enrich Excel Achieve Learning Academy,High School,6,12,Small,Yes,No,SWP,School-wide Program
2018-19,9,37,Marathon,46,Wisconsin Valley,,13,Small city,44.968849,-89.624343,5.5159E+11,6223,60,Wausau,Public school,Franklin Elementary,Elementary School,KG,5,Medium,No,No,SWP,School-wide Program
2018-19,9,37,Marathon,46,Wisconsin Valley,,13,Small city,44.94939,-89.651679,5.5159E+11,6223,80,Wausau,Public school,G D Jones Elementary,Elementary School,K4,5,Large,No,No,SWP,School-wide Program
2018-19,9,37,Marathon,46,Wisconsin Valley,,13,Small city,44.969371,-89.641517,5.5159E+11,6223,100,Wausau,Public school,Grant Elementary,Elementary School,KG,5,Medium,No,No,SWP,School-wide Program
2018-19,9,37,Marathon,46,Wisconsin Valley,,13,Small city,44.956779,-89.605804,5.5159E+11,6223,110,Wausau,Public school,Hawthorn Hills Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,9,37,Marathon,46,Wisconsin Valley,,42,Rural - distant,45.04039,-89.49456,5.5159E+11,6223,120,Wausau,Public school,Hewitt-Texas Elementary,Elementary School,KG,5,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,9,37,Marathon,46,Wisconsin Valley,,41,Rural - fringe,44.98281,-89.60762,5.5159E+11,6223,205,Wausau,Public school,Horace Mann Middle,Middle School,6,8,Large,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,9,37,Marathon,46,Wisconsin Valley,,13,Small city,44.93708,-89.624832,5.5159E+11,6223,180,Wausau,Public school,John Marshall Elementary,Elementary School,KG,5,Medium,No,No,SWP,School-wide Program
2018-19,9,37,Marathon,46,Wisconsin Valley,,13,Small city,44.96009,-89.651687,5.5159E+11,6223,200,Wausau,Public school,John Muir Middle,Middle School,6,8,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,9,37,Marathon,46,Wisconsin Valley,,13,Small city,44.954399,-89.644851,5.5159E+11,6223,220,Wausau,Public school,Lincoln Elementary,Elementary School,KG,5,Medium,No,No,SWP,School-wide Program
2018-19,9,37,Marathon,46,Wisconsin Valley,,41,Rural - fringe,45.02568,-89.691047,5.5159E+11,6223,260,Wausau,Public school,Maine Elementary,Elementary School,KG,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,9,37,Marathon,46,Wisconsin Valley,,41,Rural - fringe,44.929698,-89.669067,5.5159E+11,6223,280,Wausau,Public school,Rib Mountain Elementary,Elementary School,KG,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,9,37,Marathon,46,Wisconsin Valley,,13,Small city,45.001861,-89.614677,5.5159E+11,6223,300,Wausau,Public school,Riverview Elementary,Elementary School,K4,5,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,9,37,Marathon,46,Wisconsin Valley,,41,Rural - fringe,44.907341,-89.672729,5.5159E+11,6223,130,Wausau,Public school,South Mountain Elementary,Elementary School,KG,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,9,37,Marathon,46,Wisconsin Valley,,13,Small city,44.963638,-89.704788,5.5159E+11,6223,320,Wausau,Public school,Stettin Elementary,Elementary School,KG,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,9,37,Marathon,46,Wisconsin Valley,,13,Small city,44.981948,-89.642051,5.5159E+11,6223,340,Wausau,Public school,Thomas Jefferson Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,9,37,Marathon,46,Wisconsin Valley,,41,Rural - fringe,44.98281,-89.60762,5.5159E+11,6223,150,Wausau,Public school,Wausau Area Montessori Charter School,Elementary School,KG,6,Small,Yes,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,9,37,Marathon,46,Wisconsin Valley,NC,13,Small city,,,5.5159E+11,6223,800,Wausau,Public school,Wausau Area Virtual Education,High School,6,12,Small,Yes,Yes,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,9,37,Marathon,46,Wisconsin Valley,NC,41,Rural - fringe,44.981639,-89.598228,5.5159E+11,6223,410,Wausau,Public school,Wausau Engineering and Global Leadership Academy,High School,9,12,Small,Yes,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,9,37,Marathon,46,Wisconsin Valley,NC,13,Small city,44.97546,-89.65065,5.5159E+11,6223,380,Wausau,Public school,West High,High School,9,12,Large,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,8,38,Marinette,25,Marinette-Oconto,,43,Rural - remote,45.389465,-87.960998,5.51593E+11,6230,80,Wausaukee,Public school,Wausaukee Elementary,Elementary School,K4,6,Medium,No,No,MISS,LEA receives Title I-A allocation has not completed application
